ID_Atendimento;Data_Atendimento;Tipo_Atendimento;Status;Meio_Contato;Tempo_Resolucao_minutos;Avaliacao
10620;2023-02-23 17:24:14;Cancelamento;Encaminhado;Chat Online;;4
10621;2023-09-25 05:03:45;Vendas;Pendente;Telefone;6;3
10622;2024-03-06 23:54:39;Suporte Técnico;Pendente;E-mail;48;0
10623;2024-03-10 22:03:24;Cancelamento;Resolvido;Chat Online;10;4
10624;2024-09-29 13:48:39;Reclamação;Resolvido;WhatsApp;;4
10625;2023-10-02 17:55:34;Cancelamento;Encaminhado;Chat Online;90;2
10626;2024-06-08 22:43:24;Vendas;Sem Solução;Telefone;119;1
10627;2024-03-05 23:09:48;Cancelamento;Pendente;WhatsApp;85;0
10628;2023-05-05 13:00:26;Reclamação;Encaminhado;E-mail;4;4
10629;2024-07-05 01:42:40;Cancelamento;Pendente;WhatsApp;68;3
10630;2024-10-14 16:04:04;Reclamação;Encaminhado;Telefone;119;0
10631;2024-04-17 18:59:18;Informação;Resolvido;WhatsApp;86;3
10632;2023-10-09 14:32:13;Cancelamento;Encaminhado;WhatsApp;29;3
10633;2024-06-16 12:14:35;Vendas;Sem Solução;Chat Online;64;2
10634;2024-08-13 17:05:47;Suporte Técnico;Resolvido;WhatsApp;90;5
10635;2024-10-21 17:32:28;Suporte Técnico;Encaminhado;E-mail;78;4
10636;2024-01-12 04:09:39;Vendas;Resolvido;Chat Online;18;0
10637;2023-06-21 02:07:20;Suporte Técnico;Encaminhado;Chat Online;48;3
10638;2024-07-24 09:37:34;Cancelamento;Resolvido;WhatsApp;28;3
10639;2023-02-08 23:05:04;Suporte Técnico;Resolvido;E-mail;101;0
10640;2023-06-18 20:06:20;Vendas;Pendente;Telefone;119;0
10641;2023-03-06 00:54:11;Vendas;Resolvido;Chat Online;4;4
10642;2024-08-04 04:19:30;Informação;Resolvido;Telefone;106;1
10643;2024-04-30 11:30:26;Cancelamento;Sem Solução;Telefone;111;3
10644;2024-07-24 21:15:58;Cancelamento;Sem Solução;Chat Online;17;2
10645;2023-05-01 11:15:48;Informação;Resolvido;WhatsApp;;1
10646;2024-06-23 21:23:41;Reclamação;Encaminhado;Telefone;112;5
10647;2024-08-19 03:46:17;Cancelamento;Pendente;E-mail;60;1
10648;2023-01-21 23:41:38;Suporte Técnico;Pendente;Chat Online;92;3
10649;2023-06-25 01:34:49;Cancelamento;Resolvido;Telefone;36;5
10650;2023-08-04 11:50:25;Reclamação;Encaminhado;E-mail;61;3
10651;2023-06-21 05:38:48;Reclamação;Pendente;E-mail;19;1
10652;2023-03-30 01:36:49;Suporte Técnico;Pendente;Telefone;110;1
10653;2023-08-19 20:17:27;Vendas;Sem Solução;WhatsApp;32;0
10654;2023-09-17 05:04:53;Suporte Técnico;Encaminhado;Telefone;8;0
10655;2023-06-10 04:05:25;Vendas;Encaminhado;Chat Online;60;0
10656;2024-06-26 07:32:26;Cancelamento;Pendente;E-mail;95;2
10657;2024-02-15 07:27:44;Informação;Resolvido;WhatsApp;93;5
10658;2024-01-04 09:45:45;Informação;Sem Solução;Telefone;96;0
10659;2024-04-15 20:31:22;Vendas;Sem Solução;Chat Online;98;0
10660;2024-09-28 15:08:57;Reclamação;Pendente;Chat Online;53;3
10661;2023-06-25 05:19:16;Reclamação;Sem Solução;E-mail;53;4
10662;2023-04-11 07:00:51;Suporte Técnico;Sem Solução;Chat Online;71;3
10663;2023-06-09 23:07:51;Reclamação;Encaminhado;Chat Online;5;4
10664;2023-11-04 03:42:35;Cancelamento;Sem Solução;Chat Online;;5
10665;2023-04-05 11:59:08;Suporte Técnico;Sem Solução;E-mail;18;1
10666;2024-03-19 07:26:43;Cancelamento;Encaminhado;WhatsApp;67;0
10667;2024-06-16 18:04:30;Cancelamento;Encaminhado;WhatsApp;22;2
10668;2023-06-01 09:46:58;Suporte Técnico;Encaminhado;WhatsApp;;1
10669;2024-06-18 06:02:06;Reclamação;Sem Solução;E-mail;112;1
10670;2024-03-21 08:40:14;Informação;Pendente;Telefone;96;1
10671;2024-09-01 17:36:46;Suporte Técnico;Resolvido;Chat Online;114;3
10672;2023-03-14 20:29:29;Cancelamento;Pendente;Chat Online;79;0
10673;2023-03-25 02:57:07;Reclamação;Encaminhado;WhatsApp;51;4
10674;2024-07-29 18:27:28;Vendas;Resolvido;E-mail;29;3
10675;2023-09-11 22:39:42;Vendas;Resolvido;E-mail;;1
10676;2023-02-13 18:19:12;Vendas;Resolvido;E-mail;56;3
10677;2023-05-18 19:27:15;Suporte Técnico;Sem Solução;Chat Online;120;0
10678;2023-01-06 17:49:48;Informação;Pendente;Chat Online;115;0
10679;2024-07-10 12:39:24;Informação;Resolvido;Telefone;10;3
10680;2024-06-17 23:49:10;Suporte Técnico;Resolvido;Telefone;99;1
10681;2023-03-19 16:51:11;Vendas;Resolvido;E-mail;100;1
10682;2024-04-12 19:13:57;Reclamação;Encaminhado;WhatsApp;68;4
10683;2024-04-19 06:00:16;Informação;Resolvido;E-mail;56;0
10684;2023-09-02 17:43:45;Suporte Técnico;Resolvido;WhatsApp;67;2
10685;2023-02-23 12:20:12;Cancelamento;Pendente;Chat Online;26;5
10686;2023-10-30 16:49:44;Suporte Técnico;Sem Solução;E-mail;117;0
10687;2024-11-14 04:59:55;Informação;Pendente;E-mail;88;1
10688;2024-08-12 23:33:05;Suporte Técnico;Resolvido;WhatsApp;106;1
10689;2023-08-06 07:31:56;Vendas;Encaminhado;Chat Online;3;4
10690;2023-02-12 23:09:12;Cancelamento;Sem Solução;WhatsApp;116;2
10691;2023-05-10 07:36:34;Suporte Técnico;Sem Solução;WhatsApp;27;4
10692;2024-07-14 01:47:49;Informação;Resolvido;Chat Online;13;2
10693;2023-01-01 01:43:03;Suporte Técnico;Pendente;Telefone;70;4
10694;2023-12-10 17:24:45;Reclamação;Resolvido;Telefone;32;5
10695;2024-03-20 12:14:25;Informação;Pendente;E-mail;;2
10696;2024-10-05 14:23:28;Vendas;Pendente;E-mail;55;3
10697;2023-05-12 11:39:39;Vendas;Resolvido;WhatsApp;36;0
10698;2023-04-17 22:25:13;Vendas;Sem Solução;Chat Online;51;5
10699;2024-04-20 15:50:42;Informação;Resolvido;Telefone;82;3
10700;2024-06-06 17:33:27;Reclamação;Encaminhado;Telefone;100;3
10701;2023-02-04 18:05:41;Vendas;Encaminhado;Telefone;64;3
10702;2023-11-13 04:18:55;Informação;Pendente;E-mail;63;0
10703;2023-03-03 15:58:45;Reclamação;Resolvido;Chat Online;17;3
10704;2023-12-23 17:20:33;Reclamação;Encaminhado;Chat Online;114;3
10705;2023-05-08 18:56:33;Vendas;Encaminhado;E-mail;29;5
10706;2024-06-04 12:25:17;Informação;Sem Solução;WhatsApp;100;1
10707;2023-08-14 00:08:02;Informação;Encaminhado;E-mail;46;0
10708;2024-07-08 00:19:04;Cancelamento;Encaminhado;E-mail;36;5
10709;2024-09-02 10:02:29;Vendas;Sem Solução;E-mail;48;4
10710;2023-05-29 17:31:08;Informação;Encaminhado;WhatsApp;12;5
10711;2024-08-31 07:08:06;Informação;Pendente;E-mail;88;1
10712;2024-02-15 19:21:59;Suporte Técnico;Pendente;Telefone;57;2
10713;2024-07-26 06:40:45;Informação;Encaminhado;WhatsApp;120;4
10714;2024-04-24 05:11:28;Informação;Resolvido;E-mail;120;3
10715;2024-01-23 19:03:19;Informação;Sem Solução;E-mail;105;0
10716;2023-12-21 22:40:54;Cancelamento;Pendente;Telefone;;0
10717;2023-07-19 11:41:20;Suporte Técnico;Resolvido;E-mail;;0
10718;2024-10-30 10:49:31;Informação;Sem Solução;Telefone;99;1
10719;2023-08-10 13:05:49;Vendas;Sem Solução;E-mail;76;4
10720;2023-06-23 23:33:31;Vendas;Sem Solução;WhatsApp;80;0
10721;2023-08-22 23:18:53;Vendas;Pendente;E-mail;;5
10722;2024-06-26 21:23:24;Informação;Resolvido;Telefone;;1
10723;2023-11-07 12:24:47;Vendas;Sem Solução;Chat Online;52;0
10724;2023-10-18 19:05:07;Cancelamento;Sem Solução;WhatsApp;63;3
10725;2023-06-03 13:07:36;Suporte Técnico;Encaminhado;E-mail;;2
10726;2023-02-20 07:00:47;Suporte Técnico;Resolvido;Chat Online;96;1
10727;2024-02-04 05:11:12;Informação;Sem Solução;E-mail;35;5
10728;2024-02-04 15:49:51;Suporte Técnico;Encaminhado;E-mail;28;5
10729;2023-07-12 12:45:01;Suporte Técnico;Resolvido;Chat Online;33;1
10730;2024-01-18 00:02:10;Reclamação;Sem Solução;Chat Online;44;3
10731;2023-06-07 09:20:03;Cancelamento;Sem Solução;Telefone;116;3
10732;2024-10-29 22:13:32;Cancelamento;Sem Solução;E-mail;119;1
10733;2024-08-28 12:44:09;Cancelamento;Pendente;Chat Online;107;2
10734;2024-10-07 17:01:54;Vendas;Resolvido;Chat Online;59;2
10735;2023-09-27 15:02:24;Suporte Técnico;Pendente;WhatsApp;113;1
10736;2023-01-29 17:29:41;Suporte Técnico;Encaminhado;Chat Online;18;1
10737;2024-03-19 15:02:28;Vendas;Pendente;WhatsApp;43;4
10738;2024-04-30 15:52:00;Suporte Técnico;Pendente;E-mail;44;4
10739;2024-05-27 19:51:23;Suporte Técnico;Sem Solução;WhatsApp;13;0
10740;2024-10-27 22:19:58;Cancelamento;Sem Solução;WhatsApp;112;3
10741;2023-01-17 13:48:16;Cancelamento;Resolvido;E-mail;;2
10742;2024-11-21 02:52:22;Vendas;Pendente;Telefone;55;3
10743;2023-11-25 01:00:20;Informação;Pendente;Chat Online;45;3
10744;2024-02-05 09:11:06;Informação;Sem Solução;E-mail;115;5
10745;2024-08-04 11:08:28;Suporte Técnico;Sem Solução;Chat Online;99;5
10746;2023-03-10 20:55:32;Reclamação;Pendente;Chat Online;59;4
10747;2024-01-04 15:17:59;Suporte Técnico;Encaminhado;Telefone;117;0
10748;2024-05-31 11:11:45;Suporte Técnico;Encaminhado;WhatsApp;19;1
10749;2023-05-31 15:10:40;Reclamação;Pendente;Chat Online;66;1
10750;2024-05-18 06:26:21;Vendas;Pendente;E-mail;61;3
10751;2024-11-05 00:38:15;Reclamação;Resolvido;Telefone;82;0
10752;2024-02-16 17:07:43;Suporte Técnico;Sem Solução;Telefone;48;0
10753;2023-05-10 19:04:36;Reclamação;Encaminhado;Telefone;66;1
10754;2023-10-14 00:43:16;Cancelamento;Sem Solução;E-mail;53;2
10755;2024-09-16 19:43:25;Cancelamento;Resolvido;Chat Online;9;2
10756;2023-05-06 10:21:05;Informação;Pendente;Chat Online;100;3
10757;2024-08-26 20:35:59;Informação;Encaminhado;Chat Online;19;5
10758;2024-02-15 08:28:00;Informação;Resolvido;WhatsApp;94;3
10759;2023-09-21 05:21:55;Cancelamento;Sem Solução;E-mail;81;0
10760;2024-06-22 10:38:19;Informação;Sem Solução;Telefone;33;4
10761;2024-06-19 04:58:25;Suporte Técnico;Resolvido;E-mail;112;0
10762;2023-07-18 14:17:20;Vendas;Pendente;Telefone;78;4
10763;2023-08-14 06:44:41;Suporte Técnico;Encaminhado;WhatsApp;98;2
10764;2023-09-13 06:21:29;Suporte Técnico;Resolvido;E-mail;52;3
10765;2023-05-13 17:06:06;Reclamação;Sem Solução;Telefone;;5
10766;2024-11-26 07:59:46;Suporte Técnico;Resolvido;WhatsApp;90;2
10767;2023-01-01 21:36:30;Reclamação;Sem Solução;Telefone;108;2
10768;2024-10-18 12:20:49;Suporte Técnico;Pendente;WhatsApp;50;2
10769;2023-06-11 12:15:15;Cancelamento;Pendente;Telefone;115;0
10770;2023-01-11 19:48:30;Informação;Pendente;WhatsApp;29;5
10771;2023-02-15 21:13:42;Suporte Técnico;Encaminhado;E-mail;113;3
10772;2023-08-20 02:43:13;Vendas;Encaminhado;WhatsApp;;0
10773;2023-03-24 12:35:21;Suporte Técnico;Sem Solução;Chat Online;11;5
10774;2023-01-15 08:34:44;Suporte Técnico;Encaminhado;WhatsApp;41;0
10775;2024-04-26 18:11:06;Suporte Técnico;Encaminhado;WhatsApp;83;3
10776;2024-04-28 03:17:03;Informação;Sem Solução;Telefone;77;3
10777;2023-11-26 03:02:47;Cancelamento;Sem Solução;E-mail;11;0
10778;2024-08-23 08:58:48;Reclamação;Pendente;E-mail;32;2
10779;2023-02-02 19:09:46;Vendas;Encaminhado;WhatsApp;114;2
10780;2024-04-18 19:32:07;Reclamação;Sem Solução;Telefone;46;1
10781;2024-01-03 10:16:44;Vendas;Resolvido;Telefone;15;3
10782;2023-11-27 23:57:16;Suporte Técnico;Sem Solução;Chat Online;;5
10783;2023-03-22 04:41:05;Informação;Resolvido;WhatsApp;82;3
10784;2024-06-11 07:23:15;Informação;Resolvido;Telefone;109;2
10785;2024-09-11 21:21:30;Suporte Técnico;Sem Solução;Telefone;68;0
10786;2023-02-24 23:24:44;Reclamação;Encaminhado;Chat Online;87;0
10787;2023-07-10 06:37:57;Suporte Técnico;Sem Solução;Chat Online;114;2
10788;2024-02-08 10:32:09;Cancelamento;Resolvido;WhatsApp;77;4
10789;2023-10-18 12:45:15;Cancelamento;Pendente;Chat Online;49;0
10790;2024-07-31 18:50:09;Informação;Encaminhado;Telefone;27;5
10791;2024-08-06 07:30:29;Cancelamento;Resolvido;WhatsApp;118;5
10792;2024-01-31 09:00:35;Suporte Técnico;Sem Solução;WhatsApp;8;3
10793;2024-11-05 00:34:25;Reclamação;Resolvido;Telefone;96;1
10794;2023-05-01 22:01:29;Suporte Técnico;Sem Solução;E-mail;103;3
10795;2023-02-12 14:00:39;Reclamação;Sem Solução;WhatsApp;21;0
10796;2024-09-09 10:43:46;Suporte Técnico;Sem Solução;E-mail;50;2
10797;2023-02-26 21:47:34;Suporte Técnico;Pendente;WhatsApp;66;3
10798;2024-05-02 15:31:31;Cancelamento;Pendente;E-mail;77;0
10799;2024-04-20 11:41:54;Cancelamento;Pendente;Chat Online;29;4
10800;2024-05-15 17:30:32;Informação;Resolvido;E-mail;100;5
10801;2023-04-15 09:58:32;Suporte Técnico;Pendente;Chat Online;51;0
10802;2024-09-10 13:51:30;Reclamação;Resolvido;Telefone;111;5
10803;2024-11-18 01:36:53;Informação;Sem Solução;Chat Online;84;4
10804;2024-06-24 07:05:55;Reclamação;Resolvido;WhatsApp;75;2
10805;2023-09-25 20:42:06;Cancelamento;Sem Solução;E-mail;96;1
10806;2023-09-06 21:20:21;Vendas;Resolvido;Telefone;80;3
10807;2024-02-26 04:56:50;Informação;Encaminhado;Chat Online;56;2
10808;2024-07-16 21:53:23;Vendas;Pendente;Telefone;2;2
10809;2023-01-28 00:29:10;Suporte Técnico;Resolvido;WhatsApp;80;0
10810;2023-05-22 10:06:59;Vendas;Encaminhado;Telefone;41;0
10811;2023-06-04 03:59:01;Reclamação;Encaminhado;Telefone;54;1
10812;2023-09-16 06:30:44;Vendas;Resolvido;WhatsApp;23;4
10813;2024-04-09 19:39:30;Vendas;Resolvido;E-mail;86;5
10814;2024-01-06 05:09:20;Suporte Técnico;Sem Solução;Chat Online;90;5
10815;2023-06-23 09:08:54;Cancelamento;Sem Solução;WhatsApp;41;4
10816;2023-05-12 00:41:43;Informação;Sem Solução;WhatsApp;93;0
10817;2023-03-29 04:50:28;Informação;Encaminhado;WhatsApp;13;2
10818;2023-12-26 01:42:43;Reclamação;Encaminhado;Telefone;106;2
10819;2023-05-05 08:55:47;Suporte Técnico;Encaminhado;WhatsApp;46;4
10820;2024-03-15 23:45:46;Informação;Resolvido;Telefone;74;4
10821;2023-07-28 00:57:14;Suporte Técnico;Resolvido;Chat Online;18;3
10822;2023-06-05 14:55:36;Informação;Encaminhado;Telefone;111;0
10823;2023-05-21 19:40:07;Vendas;Encaminhado;E-mail;61;4
10824;2023-04-10 20:21:27;Cancelamento;Pendente;WhatsApp;3;2
10825;2024-06-25 06:27:28;Vendas;Resolvido;E-mail;13;3
10826;2023-03-16 13:31:27;Informação;Encaminhado;Chat Online;75;0
10827;2023-02-03 05:20:17;Informação;Encaminhado;E-mail;28;1
10828;2023-01-05 17:45:02;Suporte Técnico;Sem Solução;E-mail;43;4
10829;2023-02-07 00:40:35;Informação;Resolvido;Chat Online;45;2
10830;2024-03-27 13:54:22;Suporte Técnico;Pendente;E-mail;;2
10831;2024-01-22 17:15:54;Informação;Sem Solução;Chat Online;4;3
10832;2023-04-25 06:48:57;Informação;Sem Solução;Telefone;36;2
10833;2024-01-31 07:46:08;Suporte Técnico;Resolvido;WhatsApp;107;4
10834;2024-11-28 02:46:31;Vendas;Sem Solução;Chat Online;;0
10835;2023-04-22 15:09:49;Cancelamento;Pendente;WhatsApp;66;3
10836;2024-10-11 14:55:19;Vendas;Pendente;Telefone;89;0
10837;2023-12-15 11:38:30;Informação;Resolvido;WhatsApp;18;3
10838;2023-11-30 10:28:01;Informação;Encaminhado;Chat Online;104;5
10839;2024-03-01 02:35:20;Suporte Técnico;Sem Solução;Chat Online;108;0
10840;2023-07-04 09:51:20;Informação;Sem Solução;E-mail;28;2
10841;2024-02-03 04:18:35;Informação;Pendente;E-mail;94;1
10842;2024-10-16 15:37:52;Vendas;Sem Solução;Telefone;29;0
10843;2024-04-18 21:54:26;Cancelamento;Resolvido;WhatsApp;109;5
10844;2023-11-06 13:19:51;Reclamação;Sem Solução;Telefone;90;2
10845;2024-11-11 18:22:40;Cancelamento;Pendente;E-mail;108;4
10846;2024-03-21 18:22:22;Informação;Encaminhado;Chat Online;45;4
10847;2023-05-23 20:14:59;Reclamação;Resolvido;WhatsApp;35;0
10848;2024-11-26 01:50:24;Reclamação;Resolvido;Chat Online;51;4
10849;2023-12-16 23:52:49;Reclamação;Pendente;WhatsApp;28;2
10850;2024-05-24 01:52:47;Cancelamento;Encaminhado;WhatsApp;46;4
10851;2023-04-23 21:21:23;Cancelamento;Encaminhado;WhatsApp;68;1
10852;2023-10-15 16:07:35;Cancelamento;Resolvido;Telefone;25;0
10853;2023-02-26 04:20:46;Suporte Técnico;Sem Solução;Chat Online;113;2
10854;2024-03-22 23:27:00;Informação;Encaminhado;WhatsApp;8;3
10855;2024-02-23 02:53:10;Reclamação;Sem Solução;Telefone;97;2
10856;2023-10-06 21:13:03;Informação;Pendente;Chat Online;73;5
10857;2023-07-16 05:36:09;Informação;Encaminhado;E-mail;25;1
10858;2023-03-24 20:23:36;Cancelamento;Sem Solução;WhatsApp;94;2
10859;2024-10-15 09:16:16;Suporte Técnico;Pendente;WhatsApp;119;4
10860;2023-03-10 09:09:15;Informação;Pendente;WhatsApp;54;2
10861;2023-04-02 16:45:19;Cancelamento;Encaminhado;E-mail;85;0
10862;2024-03-12 14:01:15;Vendas;Sem Solução;WhatsApp;76;1
10863;2023-03-23 03:41:36;Informação;Pendente;WhatsApp;65;1
10864;2023-02-17 01:43:26;Vendas;Pendente;WhatsApp;120;4
10865;2023-04-17 21:50:59;Cancelamento;Encaminhado;WhatsApp;28;5
10866;2023-12-28 00:26:45;Vendas;Sem Solução;WhatsApp;33;0
10867;2023-12-01 07:32:26;Informação;Pendente;WhatsApp;;2
10868;2024-08-13 15:23:30;Vendas;Pendente;E-mail;43;1
10869;2023-03-16 17:33:25;Vendas;Sem Solução;E-mail;58;3
10870;2023-07-06 09:47:33;Reclamação;Sem Solução;WhatsApp;15;0
10871;2023-11-19 09:03:01;Suporte Técnico;Resolvido;WhatsApp;16;5
10872;2024-02-11 10:04:39;Vendas;Resolvido;E-mail;97;3
10873;2024-06-16 14:45:08;Reclamação;Resolvido;WhatsApp;61;1
10874;2024-07-14 23:48:39;Suporte Técnico;Pendente;WhatsApp;49;3
10875;2023-02-05 09:28:24;Suporte Técnico;Sem Solução;Telefone;78;4
10876;2023-04-10 11:24:40;Suporte Técnico;Encaminhado;Telefone;73;2
10877;2024-08-17 10:39:30;Informação;Sem Solução;E-mail;37;0
10878;2023-03-30 06:54:38;Cancelamento;Sem Solução;Telefone;40;2
10879;2024-11-04 17:54:44;Informação;Pendente;WhatsApp;33;5
10880;2023-10-20 12:51:48;Vendas;Sem Solução;WhatsApp;49;4
10881;2024-11-20 06:12:53;Informação;Encaminhado;WhatsApp;80;3
10882;2024-10-24 13:37:08;Suporte Técnico;Encaminhado;Telefone;30;5
10883;2023-12-29 16:47:15;Reclamação;Resolvido;WhatsApp;68;5
10884;2024-11-19 18:45:12;Suporte Técnico;Sem Solução;Telefone;44;3
10885;2024-05-18 17:53:59;Vendas;Encaminhado;Telefone;52;1
10886;2023-11-29 08:03:05;Reclamação;Sem Solução;Chat Online;77;2
10887;2024-04-26 12:34:42;Vendas;Pendente;E-mail;100;4
10888;2024-01-02 16:48:58;Vendas;Pendente;Chat Online;44;3
10889;2023-11-21 12:10:47;Cancelamento;Sem Solução;E-mail;48;3
10890;2023-04-22 12:15:22;Vendas;Resolvido;Telefone;80;1
10891;2023-09-28 03:29:13;Vendas;Encaminhado;E-mail;80;4
10892;2024-03-25 13:40:06;Informação;Resolvido;E-mail;9;1
10893;2023-04-20 07:59:37;Suporte Técnico;Resolvido;Telefone;87;1
10894;2023-08-26 15:39:09;Vendas;Pendente;WhatsApp;;2
10895;2024-11-28 21:42:00;Cancelamento;Pendente;WhatsApp;21;1
10896;2023-01-03 18:53:11;Vendas;Resolvido;Telefone;110;5
10897;2024-01-08 02:54:18;Suporte Técnico;Pendente;WhatsApp;93;2
10898;2023-06-26 17:38:04;Vendas;Resolvido;Chat Online;108;1
10899;2023-04-28 20:10:44;Vendas;Encaminhado;Telefone;22;5
10900;2024-10-23 19:56:53;Vendas;Sem Solução;Chat Online;102;3
10901;2023-01-21 19:33:10;Vendas;Sem Solução;Telefone;75;1
10902;2024-04-24 11:08:11;Suporte Técnico;Pendente;E-mail;82;5
10903;2024-02-17 17:20:49;Vendas;Sem Solução;E-mail;76;4
10904;2024-11-12 21:32:49;Cancelamento;Encaminhado;WhatsApp;41;0
10905;2023-04-26 23:20:09;Suporte Técnico;Encaminhado;Chat Online;64;0
10906;2023-03-20 23:14:18;Reclamação;Sem Solução;E-mail;60;0
10907;2023-07-24 21:02:18;Informação;Encaminhado;WhatsApp;37;0
10908;2024-07-08 17:25:27;Suporte Técnico;Sem Solução;E-mail;58;4
10909;2024-02-05 09:35:15;Suporte Técnico;Pendente;Chat Online;58;0
10910;2023-04-17 11:06:21;Suporte Técnico;Pendente;Chat Online;106;0
10911;2024-04-06 21:06:11;Informação;Pendente;Telefone;25;1
10912;2024-01-14 11:53:53;Informação;Pendente;Chat Online;71;5
10913;2024-02-21 20:43:35;Cancelamento;Resolvido;E-mail;70;4
10914;2023-06-30 03:07:31;Suporte Técnico;Resolvido;Chat Online;;1
10915;2024-06-14 00:29:30;Vendas;Encaminhado;Chat Online;72;1
10916;2024-04-12 06:27:13;Vendas;Pendente;Telefone;44;2
10917;2024-06-04 23:06:20;Cancelamento;Resolvido;Chat Online;43;4
10918;2023-10-13 03:14:23;Suporte Técnico;Encaminhado;Chat Online;87;3
10919;2024-03-30 21:29:18;Informação;Sem Solução;Chat Online;9;3
10920;2024-03-16 14:29:57;Vendas;Encaminhado;Chat Online;95;0
10921;2023-10-07 13:03:00;Cancelamento;Resolvido;Chat Online;101;1
10922;2023-12-04 14:10:51;Vendas;Pendente;WhatsApp;77;3
10923;2023-08-17 13:36:45;Vendas;Pendente;E-mail;16;2
10924;2023-05-04 03:19:35;Suporte Técnico;Pendente;WhatsApp;41;2
10925;2024-01-06 10:55:22;Suporte Técnico;Pendente;WhatsApp;49;0
10926;2024-07-02 05:02:53;Suporte Técnico;Encaminhado;E-mail;16;3
10927;2023-03-06 15:29:25;Reclamação;Sem Solução;WhatsApp;49;3
10928;2024-04-16 20:18:13;Reclamação;Sem Solução;Chat Online;42;2
10929;2023-05-20 16:50:36;Suporte Técnico;Encaminhado;WhatsApp;114;3
10930;2024-07-09 19:24:49;Suporte Técnico;Encaminhado;Telefone;41;2
10931;2023-12-16 01:53:39;Reclamação;Resolvido;Chat Online;99;5
10932;2024-09-23 21:29:59;Vendas;Sem Solução;Telefone;8;4
10933;2023-10-13 08:28:40;Vendas;Pendente;WhatsApp;111;2
10934;2023-03-10 03:21:33;Vendas;Resolvido;E-mail;103;4
10935;2023-12-17 05:01:40;Reclamação;Sem Solução;Chat Online;28;4
10936;2023-01-05 10:13:05;Reclamação;Resolvido;Chat Online;;4
10937;2024-11-09 20:00:05;Reclamação;Sem Solução;WhatsApp;67;5
10938;2023-05-26 05:28:46;Suporte Técnico;Sem Solução;WhatsApp;;4
10939;2023-01-27 19:52:53;Reclamação;Resolvido;E-mail;37;5
10940;2023-04-04 02:05:49;Vendas;Pendente;Chat Online;14;5
10941;2024-01-13 09:17:52;Vendas;Pendente;WhatsApp;45;0
10942;2024-08-18 01:04:35;Reclamação;Resolvido;Chat Online;56;2
10943;2023-03-10 16:10:37;Vendas;Sem Solução;WhatsApp;66;5
10944;2023-11-17 07:18:51;Reclamação;Encaminhado;E-mail;77;2
10945;2023-07-24 06:24:10;Informação;Resolvido;Telefone;58;0
10946;2024-11-08 06:02:34;Suporte Técnico;Encaminhado;WhatsApp;8;2
10947;2024-01-19 14:31:21;Reclamação;Pendente;Chat Online;50;1
10948;2024-06-21 00:18:02;Suporte Técnico;Encaminhado;E-mail;85;5
10949;2024-07-02 15:39:29;Vendas;Encaminhado;E-mail;32;0
10950;2023-03-17 03:04:18;Vendas;Encaminhado;WhatsApp;19;3
10951;2023-11-03 23:59:07;Reclamação;Sem Solução;Telefone;89;0
10952;2023-12-08 23:44:17;Suporte Técnico;Resolvido;Chat Online;43;2
10953;2023-02-23 07:38:49;Vendas;Encaminhado;Telefone;87;5
10954;2023-03-11 16:00:34;Vendas;Sem Solução;Telefone;;4
10955;2023-08-01 01:06:32;Cancelamento;Resolvido;E-mail;30;4
10956;2023-08-31 14:13:44;Cancelamento;Encaminhado;Chat Online;;3
10957;2024-07-28 16:53:27;Vendas;Resolvido;E-mail;110;4
10958;2024-06-19 19:05:04;Vendas;Encaminhado;Chat Online;55;2
10959;2023-05-26 11:44:24;Informação;Sem Solução;Telefone;18;3
10960;2023-03-02 08:36:22;Suporte Técnico;Resolvido;Chat Online;57;0
10961;2024-02-12 02:04:32;Reclamação;Resolvido;WhatsApp;31;5
10962;2024-02-09 09:41:20;Reclamação;Sem Solução;Chat Online;97;2
10963;2023-03-16 19:25:05;Informação;Encaminhado;Telefone;92;3
10964;2023-09-29 19:39:30;Informação;Encaminhado;Telefone;73;0
10965;2024-02-23 21:50:08;Suporte Técnico;Resolvido;E-mail;83;1
10966;2024-08-10 05:45:45;Cancelamento;Encaminhado;WhatsApp;37;3
10967;2024-10-28 05:51:53;Vendas;Pendente;Telefone;20;4
10968;2024-09-26 01:02:28;Vendas;Sem Solução;WhatsApp;71;0
10969;2024-05-03 23:18:47;Reclamação;Pendente;Telefone;84;2
10970;2024-09-30 21:09:45;Reclamação;Pendente;Telefone;;3
10971;2023-05-05 17:55:08;Informação;Encaminhado;E-mail;28;4
10972;2023-11-22 09:40:11;Suporte Técnico;Sem Solução;E-mail;97;0
10973;2023-09-04 17:02:05;Cancelamento;Encaminhado;E-mail;104;0
10974;2024-04-10 09:32:00;Vendas;Resolvido;Chat Online;;1
10975;2024-07-16 08:56:27;Reclamação;Encaminhado;Telefone;9;4
10976;2024-04-16 07:02:25;Vendas;Pendente;Telefone;102;1
10977;2023-03-19 18:01:08;Reclamação;Encaminhado;E-mail;23;3
10978;2024-07-11 20:28:09;Suporte Técnico;Sem Solução;WhatsApp;36;0
10979;2023-01-20 18:59:50;Reclamação;Encaminhado;WhatsApp;97;2
10980;2023-10-16 12:08:25;Vendas;Sem Solução;Telefone;2;2
10981;2024-09-06 15:01:53;Reclamação;Resolvido;Chat Online;;0
10982;2024-11-11 02:08:38;Informação;Resolvido;WhatsApp;42;3
10983;2023-02-14 18:38:52;Reclamação;Pendente;Telefone;14;2
